NarrativeName,shakespeare,dickens,cbronte,conandoyle,poe,martin,saki,ohenry,brown,jkj
The Last Leaf,"In a small quarter of the city west of Washington Square, the streets have gone awry. They twist in various directions. They are sundered into small pieces called “places.” One street crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no coin.","In a small section of the city west of Washington Square, the streets have become quite unruly. They twist and turn in different directions. They are fragmented into small pieces called “places.” One street even intersects itself one or two times. A painter once found something both possible and valuable about this street. Imagine a painter with some painting supplies he had not yet paid for. Imagine he had no money.","In a small part of the city west of Washington Square, the streets have grown wild. They twist and turn in various directions. They are broken into small segments known as “places.” One street crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter possessed some painting materials for which he had not paid. Suppose he had no funds.","In a small area of the city west of Washington Square, the streets have become quite chaotic. They twist and turn in various directions. They are fragmented into small sections known as “places.” One street crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Consider a painter with some painting supplies for which he had not paid. Consider that he had no money.","In a small quarter of the city west of Washington Square, the streets had descended into wildness. They twisted in labyrinthine directions. They were shattered into small fragments known as “places.” One street even crossed itself one or two times. A painter once discerned something both possible and valuable about this street. Imagine a painter with painting materials he had not paid for. Imagine he was penniless.","In a small part of the city west of Washington Square, the streets have gone mad. They twist and turn in all directions. They are broken into small segments called “places.” One street even crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Picture a painter with some painting supplies for which he had not paid. Picture that he had no money.","In a small section of the city west of Washington Square, the streets have taken a whimsical turn. They meander in different directions. They are fragmented into small pieces known as “places.” One street even intersects itself once or twice. A painter once uncovered something both possible and valuable about this street. Imagine a painter with some painting materials for which he had not paid. Imagine he was without money.","In a small part of the city west of Washington Square, the streets have gone wild. They turn in different directions. They are broken into small pieces called “places.” One street goes across itself one or two times. A painter once discovered something possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money.","In a small part of the city west of Washington Square, the streets have grown wild. They twist and turn in various directions. They are broken into small segments known as “places.” One street crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter possessed some painting materials for which he had not paid. Suppose he had no funds.","In a small part of the city west of Washington Square, the streets have gone rather wild. They twist and turn in all sorts of directions. They are broken into small pieces called “places.” One street even crosses itself once or twice. A painter once discovered something quite possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money."
The Last Leaf,"In a small part of the city west of Washington Square, the streets have grown unruly. They twist in various directions. They are sundered into small pieces called “places.” One street crosses itself once or twice. A painter once discovered something of potential and worth about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no coin.","In a small part of the city west of Washington Square, the streets have run amok. They twist and turn in all directions. They are fragmented into small segments called “places.” One street crosses itself once or twice. A painter once discovered something possible and valuable about this street. Suppose a painter possessed some painting materials for which he had not yet paid. Suppose he was without funds.","In a modest section of the city west of Washington Square, the streets have become wild. They turn in various directions. They are fragmented into small pieces called “places.” One street intersects with itself once or twice. A painter once discerned something both possible and valuable about this street. Suppose a painter had some painting supplies for which he had not yet paid. Suppose he had no money.","In a small portion of the city west of Washington Square, the streets have taken on a chaotic pattern. They twist in various directions. They are divided into small segments called “places.” One street intersects itself once or twice. A painter once discovered something both possible and valuable about this street. Consider a painter who had some painting supplies for which he had not paid. Suppose he was without funds.","In a secluded part of the city west of Washington Square, the streets have gone mad. They twist and turn in every conceivable direction. They are fragmented into small sections known as “places.” One street intersects itself once or twice. A painter once discovered something possible and of great worth about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he was destitute.","In a small quarter of the city west of Washington Square, the streets have gone wild. They twist and turn in all directions. They are broken into small segments called “places.” One street crosses itself once or twice. A painter once found something both possible and valuable about this street. Imagine a painter with some painting supplies for which he had not paid. Imagine he had no money.","In a small section of the city west of Washington Square, the streets have gone quite wild. They twist and turn in various directions. They are broken into small pieces called “places.” One street crosses itself once or twice. A painter once stumbled upon something possible and valuable about this street. Imagine a painter with some painting materials for which he had not paid. Imagine he had no money.","In a small part of the city west of Washington Square, the streets have gone wild. They turn in different directions. They are broken into small pieces called “places.” One street goes across itself one or two times. A painter once discovered something possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money.","In a modest section of the city west of Washington Square, the streets have become wild. They turn in various directions. They are fragmented into small pieces called “places.” One street intersects with itself once or twice. A painter once discerned something both possible and valuable about this street. Suppose a painter had some painting supplies for which he had not yet paid. Suppose he had no money.","In a small part of the city west of Washington Square, the streets have gone delightfully wild. They twist and turn in every direction. They are broken into little bits called “places.” One street even crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Now, imagine a painter with some painting materials for which he hadn’t paid. And imagine he had no money."
The Last Leaf,"In a modest quarter of the city west of Washington Square, the streets have grown wild. They twist and turn in different directions. They are sundered into small pieces called “places.” One street doth cross itself once or twice. A painter once discovered something of potential and value about this street. Suppose a painter had some painting materials for which he had not rendered payment. Suppose he had no coin.","In a small part of the city west of Washington Square, the streets have taken on a life of their own. They twist and turn in various directions, fragmenting into small sections called “places.” One street even crosses itself once or twice. A painter once discovered something of possibility and value about this street. Imagine a painter with some painting materials for which he had not paid, and suppose he had no money.","In a quaint portion of the city west of Washington Square, the streets have become unruly. They twist and turn in different directions, breaking into small sections called “places.” One street intersects with itself once or twice. A painter once discovered something of potential and value about this street. Imagine a painter with some materials for which he had not paid, and suppose he had no money.","In a small district of the city west of Washington Square, the streets have gone quite wild. They twist and turn in various directions, breaking into small sections known as “places.” One street even intersects with itself once or twice. A painter once discovered something of potential and worth about this street. Consider a painter with some painting materials for which he had not yet paid, and suppose he had no money.","In a small, shadowy part of the city west of Washington Square, the streets have taken a wild, labyrinthine turn. They twist and diverge in varied directions, fragmented into small pieces known as “places.” One street crosses itself once or twice. A painter once discovered something of potential and value within this twisted thoroughfare. Imagine, if you will, a painter with materials for which he had not paid, and suppose he had no money.","In a small quarter of the city west of Washington Square, the streets have gone wild. They twist and turn in different directions, breaking into small sections called “places.” One street crosses itself once or twice. A painter once discovered something possible and valuable about this street. Imagine a painter with some painting materials for which he had not paid, and suppose he had no coin.","In a small section of the city west of Washington Square, the streets have gone delightfully wild. They meander in various directions, fragmenting into small segments called “places.” One street even manages to cross itself once or twice. A painter once discovered something intriguingly valuable about this street. Picture a painter with some painting materials for which he had not paid, and suppose he had no money.","In a small part of the city west of Washington Square, the streets have gone wild. They turn in different directions. They are broken into small pieces called “places.” One street goes across itself one or two times. A painter once discovered something possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money.","In a quaint portion of the city west of Washington Square, the streets have become unruly. They twist and turn in different directions, breaking into small sections called “places.” One street intersects with itself once or twice. A painter once discovered something of potential and value about this street. Imagine a painter with some materials for which he had not paid, and suppose he had no money.","In a small part of the city west of Washington Square, the streets have run riot. They twist and turn in different directions, breaking into small sections called “places.” One street even manages to cross itself once or twice. A painter once discovered something quite useful and valuable about this street. Imagine a painter with some painting materials for which he had not paid, and suppose he had no money."
The Last Leaf,"In a small quarter of the city west of Washington Square, the streets have gone mad. They twist and turn in various directions. They are fragmented into small parts called “places.” One street doth cross itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter possessed some materials for painting for which he had not paid. Suppose he had no coin.","In a quaint part of the city west of Washington Square, the streets have taken on a life of their own. They twist and turn in every which way. They are divided into little segments called “places.” One street even intersects with itself once or twice. A painter once discovered something both possible and valuable about this street. Imagine a painter with some painting supplies for which he had not yet paid. Imagine he had no money.","In a small section of the city west of Washington Square, the streets have gone astray. They twist and turn in various directions. They are fragmented into small parts called “places.” One street even intersects itself once or twice. A painter once discovered something possible and valuable about this street. Imagine a painter with some painting materials for which he had not yet paid. Imagine he had no money.","In a small section of the city west of Washington Square, the streets have taken on a life of their own. They twist and turn unpredictably. They are broken into small segments called “places.” One street even crosses itself once or twice. A painter once stumbled upon something both possible and valuable about this street. Suppose a painter had some painting supplies for which he had not yet paid. Suppose he had no money.","In a small, peculiar part of the city west of Washington Square, the streets have gone mad. They twist and turn in unnatural directions. They are fragmented into small segments known as “places.” One street even crosses itself once or twice. A painter once discovered something both possible and invaluable about this street. Suppose a painter possessed painting materials for which he had not paid. Suppose he had no money.","In a small quarter of the city west of Washington Square, the streets have gone wild. They twist and turn in unpredictable directions. They are broken into small pieces called “places.” One street even intersects itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter had some painting supplies for which he had not paid. Suppose he had no coin.","In a small part of the city west of Washington Square, the streets have run riot. They twist and turn in every direction. They are broken into little sections called “places.” One street even crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Imagine a painter with some painting supplies for which he had not paid. Imagine he had no money.","In a small part of the city west of Washington Square, the streets have gone wild. They turn in different directions. They are broken into small pieces called “places.” One street goes across itself one or two times. A painter once discovered something possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money.","In a small section of the city west of Washington Square, the streets have gone astray. They twist and turn in various directions. They are fragmented into small parts called “places.” One street even intersects itself once or twice. A painter once discovered something possible and valuable about this street. Imagine a painter with some painting materials for which he had not yet paid. Imagine he had no money.","In a small part of the city west of Washington Square, the streets have gone rather wild. They twist and turn in all sorts of directions. They are broken into little sections called “places.” One street even intersects itself once or twice. A painter once found something quite possible and valuable about this street. Suppose a painter had some painting materials for which he had not yet paid. Suppose he had no money."
The Last Leaf,"In a modest quarter of the city west of Washington Square, the streets have gone astray. They twist in sundry directions. They are cleft into small parcels called “places.” One street doth cross itself once or twice. A painter once discovered something both possible and valuable concerning this street. Suppose a painter had some materials for painting, for which he had not paid. Suppose he had no coin.","In a quaint part of the city west of Washington Square, the streets have taken a whimsical turn. They veer off in different directions. They are divided into small sections known as “places.” One street intersects itself once or twice. A painter once stumbled upon something both possible and valuable about this street. Imagine a painter with painting materials for which he had not paid. Imagine he had no money.","In a small section of the city west of Washington Square, the streets have become quite unruly. They twist and turn in various directions. They are fragmented into small segments called “places.” One street intersects itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter possessed some painting materials for which he had not paid. Suppose he had no funds.","In a small part of the city west of Washington Square, the streets have taken on a wild character. They twist in various directions. They are fragmented into small sections known as “places.” One street intersects itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter had some painting materials for which he had not yet paid. Suppose he had no money.","In a small, secluded part of the city west of Washington Square, the streets have become labyrinthine. They twist and turn in myriad directions. They are broken into small fragments called “places.” One street intersects itself once or twice. A painter once discovered something both possible and invaluable about this street. Suppose a painter possessed painting materials for which he had not rendered payment. Suppose he had no money.","In a small part of the city west of Washington Square, the streets have taken on a life of their own. They twist and turn in various directions, broken into small segments called “places.” One street crosses itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no coin.","In a small, peculiar part of the city west of Washington Square, the streets have taken on a rather wild demeanor. They twist in various directions and are broken into small fragments known as “places.” One street even manages to cross itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money.","In a small part of the city west of Washington Square, the streets have gone wild. They turn in different directions. They are broken into small pieces called “places.” One street goes across itself one or two times. A painter once discovered something possible and valuable about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money.","In a small section of the city west of Washington Square, the streets have become quite unruly. They twist and turn in various directions. They are fragmented into small segments called “places.” One street intersects itself once or twice. A painter once discovered something both possible and valuable about this street. Suppose a painter possessed some painting materials for which he had not paid. Suppose he had no funds.","In a small part of the city west of Washington Square, the streets have gone quite mad. They twist and turn in all sorts of directions and are broken into small sections called “places.” One street even manages to cross itself once or twice. A painter once discovered something both possible and rather useful about this street. Suppose a painter had some painting materials for which he had not paid. Suppose he had no money."
Angels and Demons,"As he ascended, his vision began to blur. A thundering rang in his ears. I must reach her! Yet when he looked up again, the woman had vanished. In her stead stood an old man with rotting teeth. The man gazed down, curling his lips into a sorrowful grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. There was a thunderous ringing in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man stared down, curling his lips into a desolate grimace. Then he let out a scream of anguish that reverberated across the desert.","As he climbed, his vision grew dim. A thundering noise filled his ears. I must reach her! But when he looked up once more, the woman had disappeared. In her place stood an old man with rotting teeth. The man gazed down, his lips curling into a forlorn grimace. Then he released a scream of anguish that echoed across the desert.","As he ascended, his vision began to blur. There was a pounding in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man gazed down, his lips curling into a pained grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision grew hazy. A thundering reverberation filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with decayed teeth. The man stared down, curling his lips into a grim, lonely smile. Then he let out a scream of anguish that echoed across the desolate desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man glared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that resonated across the barren desert.","As he climbed, his vision began to blur. There was a thunderous pounding in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her stead stood an old man with rotting teeth. The man stared down, curling his lips into a grim, lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision started to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man gazed down, curling his lips into a sorrowful grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision grew dim. A thundering noise filled his ears. I must reach her! But when he looked up once more, the woman had disappeared. In her place stood an old man with rotting teeth. The man gazed down, his lips curling into a forlorn grimace. Then he released a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. There was a loud thundering in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert."
Angels and Demons,"As he ascended, his vision did begin to blur. There was a thundering in his ears. I must reach her! But when he looked up anon, the woman had vanished. In her stead stood an ancient man with decaying teeth. The man gazed down, curling his lips into a sorrowful grimace. Then he let out a cry of anguish that echoed across the desert.","As he climbed, his vision began to blur. A deafening roar filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a mournful grimace. Then he let out a scream of anguish that echoed across the barren landscape.","As he climbed, his vision began to blur. A thundering filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decayed teeth. The man stared down, his lips curling into a desolate grimace. Then he let out a scream of anguish that reverberated across the desolate expanse.","As he ascended, his vision began to blur. A roaring filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an elderly man with rotting teeth. The man stared down, curling his lips into a sorrowful grimace. Then he emitted a scream of anguish that echoed across the desert.","As he climbed, his vision blurred. A thundering filled his ears. I must reach her! But when he looked up once more, the woman had vanished. In her place stood an old man with teeth in decay. The man stared down, curling his lips into a desolate grimace. Then he released a scream of anguish that echoed across the desolate desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman was gone. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thundering sound filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a solitary grimace. Then he let out a scream of anguish that resonated across the desert.","As he climbed, his vision blurred. There was a roaring in his ears. I must reach her! But when he looked up again, the woman was gone. In her place stood an old man with decayed teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thundering filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decayed teeth. The man stared down, his lips curling into a desolate grimace. Then he let out a scream of anguish that reverberated across the desolate expanse.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a mournful grimace. Then he let out a scream of anguish that echoed across the desert."
Angels and Demons,"As he ascended, his vision began to wane. There was a thunderous roar in his ears. “I must reach her!” he cried. But when he cast his gaze upwards again, the woman had vanished. In her stead stood an aged man with decaying teeth. The man stared down, curling his lips into a mournful grimace. Then he let out a scream of anguish that echoed across the barren wasteland.","As he climbed, his vision began to blur. A dreadful ringing filled his ears. “I must reach her!” he muttered desperately. But when he glanced upward again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a sorrowful grimace. Then he let out a wail of anguish that reverberated across the desolate expanse.","As he climbed, his vision began to grow dim. A deafening roar filled his ears. “I must reach her!” he thought fervently. But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a forlorn grimace. Then he let out a cry of anguish that echoed across the desolate landscape.","As he ascended, his vision began to blur. A thunderous sound roared in his ears. “I must reach her!” he resolved. But when he looked up again, the woman had vanished. In her place stood an elderly man with rotting teeth. The man stared down, his lips curling into a desolate grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thundering sound resonated in his ears. “I must reach her!” he cried in desperation. But when he looked up again, the woman had vanished. In her place stood an ancient man with decaying teeth. The man stared down, curling his lips into a ghastly grimace. Then he let out a scream of anguish that echoed across the desolate desert.","As he climbed, his vision began to blur. A thundering noise filled his ears. “I must reach her!” he thought, his heart pounding. But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a bitter grimace. Then he let out a scream of anguish that resounded across the barren desert.","As he climbed, his vision began to blur. A thundering sound echoed in his ears. “I must reach her!” he insisted to himself. But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a melancholy grimace. Then he let out a scream of anguish that echoed across the empty desert.","As he climbed, his vision began to blur. A loud thundering filled his ears. “I must reach her!” he told himself. But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a sorrowful grimace. Then he let out a scream of anguish that echoed across the vast desert.","As he climbed, his vision began to grow dim. A deafening roar filled his ears. “I must reach her!” he thought fervently. But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a forlorn grimace. Then he let out a cry of anguish that echoed across the desolate landscape.","As he climbed, his vision began to blur. A thundering noise filled his ears. “I must reach her!” he thought desperately. But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that echoed across the desolate desert."
Angels and Demons,"As he ascended, his vision did begin to blur. A thund’ring filled his ears. I must reach her! But when he looked up once more, the lady had vanished. In her stead stood an aged man with decaying teeth. The man gazed down, curling his lips into a lonely grimace. Then he let forth a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a forlorn grimace. Then he let out a scream of anguish that reverberated across the desert.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a desolate grimace. Then he let out a scream of anguish that resounded across the desert.","As he climbed, his vision began to blur. A thunderous ringing filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a sorrowful grimace. Then he let out a scream of anguish that echoed across the desert.","As he ascended, his vision began to blur. A thundering sound filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man gazed down, curling his lips into a grimace of desolation. Then he emitted a scream of anguish that reverberated across the desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the barren desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decaying teeth. The man stared down, curling his lips into a forlorn grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision started to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a sad grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a desolate grimace. Then he let out a scream of anguish that resounded across the desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that echoed across the desert."
Angels and Demons,"As he ascended, his vision did begin to blur. There was a thundering within his ears. I must reach her! But when he looked up again, the lady had vanished. In her stead stood an ancient man with decaying teeth. The man gazed down, curling his lips into a desolate grimace. Then he let out a scream of agony that echoed across the desert.","As he climbed, his vision grew hazy. A pounding filled his ears. I must reach her! But when he looked up once more, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a forlorn grimace. Then he let out a cry of anguish that reverberated across the desert.","As he climbed, his vision began to blur. A roaring filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decayed teeth. The man gazed down, his lips curling into a sorrowful grimace. Then he released a scream of torment that echoed across the barren landscape.","As he ascended, his vision began to blur. There was a pounding in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a lonely grimace. Then he emitted a scream of anguish that resounded across the desert.","As he climbed, his vision began to blur. A thunderous din filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an ancient man with teeth decayed and rotting. The man stared down, his lips curling into a grim and lonely expression. Then he let out a scream of utter anguish that echoed mournfully across the desert.","As he climbed, his vision began to blur. A thundering noise filled his ears. I must reach her! But when he looked up again, the woman was gone. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that resounded across the desert.","As he climbed, his vision began to blur. A pounding noise filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a grimace of loneliness. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision grew blurry. There was a pounding in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A roaring filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decayed teeth. The man gazed down, his lips curling into a sorrowful grimace. Then he released a scream of torment that echoed across the barren landscape.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a forlorn grimace. Then he let out a scream of anguish that echoed across the desert."
Angels and Demons,"As he ascended, his vision began to blur. A thundering filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her stead stood an old man with rotting teeth. The man gazed down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thunderous roar filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man gazed down, curling his lips into a forlorn grimace. Then he let out a scream of anguish that reverberated across the desert.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man gazed down, curling his lips into a sorrowful grimace. Then he let out a scream of anguish that echoed across the desert.","As he ascended, his vision began to blur. A thunderous pounding filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her stead stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision grew dim. A thundering resounded in his ears. I must reach her! But when he looked up once more, the woman had disappeared. In her place stood an old man with teeth in decay. The man gazed down, his lips curling into a grim and lonely grimace. Then he released a scream of torment that resounded across the desert.","As he climbed, his vision began to blur. A thunderous roar filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thundering filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man gazed down, curling his lips into a solitary grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man gazed down, curling his lips into a sorrowful grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert."
Angels and Demons,"As he ascended, his vision began to blur. A thundering sound filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with decaying teeth. The man stared down, curling his lips into a forlorn grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision grew dim. A pounding filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man gazed down, curling his lips into a desolate grimace. Then he let out a wail of despair that reverberated across the desert.","As he climbed, his vision began to blur. A thunderous roar filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a sorrowful grimace. Then he let out a scream of anguish that echoed across the barren desert.","As he ascended, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decayed teeth. The man gazed down, curling his lips into a lonely grimace. Then he let out a scream of anguish that resounded across the desert.","As he climbed, his vision grew dim. A thunderous pounding filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with teeth of decay. The man stared down, his lips curling into a macabre grimace. Then he let out a scream of torment that echoed across the desolate desert.","As he climbed, his vision began to blur. A thunderous roar filled his ears. I must reach her! But when he looked up again, the woman had vanished. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the wasteland.","As he climbed, his vision began to blur. There was a roaring in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. There was a pounding in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that echoed across the desert.","As he climbed, his vision began to blur. A thunderous roar filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with decaying teeth. The man stared down, his lips curling into a sorrowful grimace. Then he let out a scream of anguish that echoed across the barren desert.","As he climbed, his vision began to blur. A thunderous noise filled his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that resounded across the desert."
